visitorid,recency,frequency,monetary
759678,102,1,1
759893,121,1,2
760024,7,1,1
760119,9,4,4
760187,112,1,1
760257,46,1,2
760266,67,1,1
760430,13,2,4
760537,21,1,1
760652,108,1,1
760673,42,1,2
760728,7,1,1
760986,88,1,1
761181,82,1,3
761332,129,1,1
761381,130,1,2
761482,127,2,59
761583,121,1,1
761655,128,1,1
761680,130,1,1
761783,7,5,6
761862,43,2,2
762073,113,1,1
762163,84,1,1
762170,70,1,1
762687,132,1,1
762703,9,1,1
763153,85,1,1
763195,107,1,1
763234,71,1,1
763257,96,1,14
763580,106,1,1
763582,57,1,1
763594,13,1,1
763653,119,1,1
763741,122,1,1
763880,72,1,1
763954,71,1,1
764068,129,1,1
764150,22,1,1
764490,4,1,1
764672,51,1,1
764755,28,1,1
764790,65,3,13
764802,128,1,1
764821,93,1,1
765630,83,33,51
765671,38,1,1
765884,64,1,1
765900,32,1,6
766104,58,1,1
766217,135,1,1
766227,53,1,2
766244,57,1,1
766389,35,1,1
766423,129,1,1
766486,15,2,2
766489,104,1,1
766502,101,1,1
766526,96,1,1
766527,24,1,1
766603,55,1,3
766850,98,1,1
767044,65,2,2
767157,9,1,1
767178,44,1,1
767419,100,1,1
767448,79,3,3
767480,129,1,1
767636,110,1,1
767702,116,1,1
767789,75,1,1
767849,14,1,1
768067,69,1,1
768137,93,1,1
768341,101,1,1
768775,126,1,1
768875,45,1,1
768923,58,1,1
768931,116,1,1
768946,7,4,7
769006,74,1,1
769016,79,1,1
769032,83,1,1
769140,110,1,1
769241,99,1,1
769337,91,1,1
769676,100,1,3
769790,72,1,1
769836,7,1,1
769838,122,2,2
769903,73,1,1
769985,81,1,1
770015,82,1,1
770097,28,1,1
770124,106,1,1
770170,5,1,1
770188,87,1,1
770189,78,1,1
770282,106,1,1
770292,111,2,2
770538,79,2,2
770651,15,1,2
770690,108,1,1
770741,8,1,2
770829,24,1,1
770887,25,1,1
770983,77,1,2
771058,53,2,2
771313,3,1,1
771466,126,1,1
771571,18,1,2
771611,39,1,1
771659,74,1,1
771722,43,1,1
771810,104,1,1
771838,60,1,1
771903,16,1,1
771946,108,1,2
772015,19,1,1
772037,66,1,1
772213,93,1,1
772262,35,2,4
772273,14,1,1
772285,122,1,1
772453,55,1,1
772687,28,1,2
773110,126,1,1
773156,117,1,1
773217,92,1,1
773901,30,1,2
773947,39,1,1
773985,51,1,1
774018,103,1,2
774274,71,1,1
774305,8,1,1
774424,27,1,1
774758,75,1,1
774788,79,1,1
774920,127,2,2
775150,17,1,1
775282,106,1,1
775289,134,1,1
775616,40,1,2
775821,44,1,1
775942,37,1,1
776052,24,1,1
776325,82,1,1
776534,6,1,1
776665,58,1,1
776927,4,1,1
776945,10,1,1
776978,127,1,1
777134,43,1,1
777365,88,1,1
777503,67,1,2
777788,107,1,2
777821,126,1,1
777857,91,1,1
777908,18,1,2
777942,44,1,1
778098,88,1,1
778118,45,1,1
778442,58,1,1
778459,35,1,1
778509,71,1,1
778937,6,1,2
779000,15,1,1
779056,83,2,2
779386,4,1,1
779397,79,1,1
779514,67,1,2
779785,123,1,1
779794,9,1,1
780205,95,2,2
780230,56,1,1
780301,38,1,1
780392,44,1,2
780488,33,1,1
780708,65,1,1
780731,7,1,1
780733,80,1,1
780925,136,1,1
781099,122,1,1
781101,78,1,2
781156,23,2,2
781189,38,1,1
781477,34,1,1
781583,43,1,1
781592,65,2,2
781616,50,1,1
781666,50,1,1
781731,67,1,1
781759,134,1,1
781972,64,1,1
781974,94,1,1
781980,21,1,1
782163,60,1,1
782169,111,1,1
782178,51,1,1
782325,36,1,1
782343,86,1,1
782523,79,1,1
782961,96,1,3
783088,84,1,1
783254,80,1,1
783282,16,1,1
783364,38,1,1
783405,35,1,1
783408,62,1,1
783599,135,1,1
783700,61,1,1
783756,87,1,4
783857,23,1,1
783905,105,1,1
783998,54,1,1
784049,43,1,2
784178,125,1,1
784477,70,1,1
784543,79,1,1
784558,30,1,1
784757,102,1,1
784769,119,1,1
784783,4,1,1
785001,9,1,1
785043,31,1,1
785226,21,1,1
785456,125,2,2
785643,79,1,1
785737,2,1,1
785782,16,1,1
785814,47,1,1
786017,53,1,3
786045,116,2,2
786265,126,1,1
786374,95,1,1
786406,85,1,1
786486,85,1,1
786728,75,1,1
786834,121,1,1
787217,136,1,2
787290,64,1,1
787425,33,1,1
787440,22,1,1
787802,96,1,5
787878,15,1,1
787997,68,1,1
788113,112,1,3
788475,64,1,1
788871,50,1,2
788900,16,1,5
788972,4,1,1
789256,25,1,1
789277,6,1,2
789620,118,1,4
789675,123,1,1
789699,64,1,1
789749,41,1,1
789793,111,1,3
789844,98,1,1
789937,133,1,1
789945,80,1,1
790272,31,1,1
790379,122,1,1
790828,10,1,1
791048,87,1,1
791108,51,1,1
791118,85,1,1
791204,129,1,1
791361,99,1,1
791547,67,1,1
791551,43,1,1
791616,58,1,1
791750,57,1,2
791783,95,1,1
791854,30,1,1
791895,33,1,1
792208,36,1,1
792383,135,1,1
792479,45,1,1
792567,125,1,1
792616,53,1,1
792642,91,1,1
792658,58,1,2
792663,123,1,1
792741,36,3,3
792995,63,1,1
793007,55,2,2
793038,47,2,3
793091,37,3,3
793134,33,1,1
793157,115,2,2
793374,84,2,2
793424,34,1,1
793602,129,1,1
793661,17,1,2
793866,16,1,1
794126,89,1,2
794152,10,1,1
794304,94,1,1
794340,72,1,1
794642,119,1,1
794751,8,2,2
794758,126,2,2
794775,8,1,1
795056,4,2,5
795060,108,1,4
795171,41,1,1
795257,44,1,1
795274,41,1,1
795423,34,1,1
795448,79,1,1
795731,31,1,2
795975,18,2,2
796000,100,2,2
796062,21,2,2
796083,46,1,1
796090,91,1,1
796253,1,2,2
796367,19,1,1
796470,47,1,2
796611,117,1,1
796670,10,1,1
796940,135,1,2
797023,18,1,1
797108,127,1,2
797295,46,1,1
797409,32,30,40
797487,5,1,1
797644,122,1,1
797729,45,1,2
797789,66,1,1
797872,51,1,1
797935,31,1,1
798349,70,1,1
798441,80,1,1
798738,85,1,1
798809,9,1,1
799313,61,1,2
799331,2,2,8
799355,112,1,1
799471,91,1,1
799678,8,1,1
799716,40,1,1
799861,4,1,2
799974,122,1,1
800138,43,1,1
800150,52,1,1
800426,45,1,2
800489,50,3,3
800578,88,1,1
800638,109,1,1
800723,113,1,2
800777,98,1,1
800894,119,1,1
800917,88,1,1
801026,72,1,1
801091,51,1,1
801172,6,1,1
801313,29,1,1
801365,60,1,1
801554,40,1,1
801664,57,1,1
801898,50,1,1
802043,35,1,1
802259,37,1,1
802281,30,2,2
802379,41,2,2
802580,123,1,1
802676,93,1,1
802702,44,1,1
802717,109,1,1
803016,44,1,1
803139,92,1,1
803150,113,1,1
803791,115,1,1
803960,31,1,1
803997,73,1,1
804113,81,2,2
804216,21,1,1
804418,64,3,3
804434,118,1,1
804657,25,1,1
804712,48,1,1
804836,3,1,1
804842,91,1,1
804846,58,1,1
804876,100,1,1
804983,18,1,1
805200,19,1,1
805204,70,5,7
805249,101,1,1
805254,88,1,1
805448,60,1,1
805595,25,1,1
805630,22,1,1
805761,127,1,1
805780,64,2,4
805787,129,1,1
805790,84,2,2
805864,1,1,1
806014,60,1,2
806308,77,1,1
806371,101,1,1
806439,32,1,1
806787,78,1,1
806817,92,1,2
806954,114,1,1
807288,78,1,1
807462,45,1,1
807509,22,1,2
807730,45,1,1
807851,97,2,2
807918,51,1,1
808207,115,1,3
808303,41,1,1
808351,22,1,1
808400,15,1,1
808508,87,1,1
808547,118,1,1
808750,19,1,1
808813,71,3,3
808966,19,1,1
808985,51,1,1
809043,53,1,1
809109,84,1,2
809129,17,1,1
809220,30,1,1
809384,89,1,2
809388,111,1,1
809402,135,1,1
809818,51,1,1
809822,115,56,60
809888,24,1,1
809973,97,1,1
810114,72,1,1
810342,39,1,1
810608,24,1,1
810900,99,1,1
810921,128,1,2
811031,74,1,1
811310,108,1,1
811563,106,1,1
811745,21,1,1
811818,77,1,1
811838,53,1,2
811841,112,1,1
811978,78,1,1
812069,78,1,1
812122,46,1,1
812393,21,1,1
812624,130,1,1
812693,131,1,1
812707,58,2,2
812764,74,1,1
812909,62,1,1
813035,59,1,3
813069,109,1,1
813137,3,1,2
813175,64,1,1
813307,106,1,1
813387,98,2,6
813417,115,1,1
813446,60,1,1
813450,47,1,1
813477,67,1,2
813796,46,1,1
813925,135,1,2
813971,60,1,1
814041,65,1,2
814059,56,1,1
814238,86,1,1
814542,7,1,2
814619,97,1,1
814663,57,3,4
814864,76,1,4
814892,8,1,1
815215,99,1,1
815259,110,1,1
815343,70,1,1
815466,7,1,1
815560,53,1,1
815663,52,1,1
815678,18,1,1
815905,48,1,2
816056,42,1,1
816102,116,1,1
816144,68,1,1
816161,67,1,1
816384,27,1,1
816637,11,1,1
816889,29,1,1
816978,10,1,1
817080,43,1,1
817448,102,1,1
817474,9,3,5
817978,114,1,1
818050,134,1,1
818067,64,1,1
818116,110,1,2
818205,5,1,1
818254,62,1,1
818334,35,1,1
818371,75,1,1
818589,88,1,1
818645,86,1,1
818734,45,2,3
818819,3,1,1
819001,135,1,1
819108,42,1,1
819210,60,1,1
819520,80,1,1
819547,114,4,14
819587,32,2,4
820002,74,1,1
820155,85,1,3
820159,109,4,5
820191,102,1,1
820229,29,1,1
820254,134,1,2
820349,116,1,1
820440,88,1,1
820530,82,1,1
820759,119,1,1
820848,3,1,1
820902,78,1,1
821083,50,1,2
821263,24,1,2
821427,26,1,1
821436,44,1,1
821737,41,1,1
821982,1,1,2
822058,30,1,1
822155,30,1,2
822168,59,1,1
822310,87,1,16
822325,40,1,1
822416,10,2,2
822553,80,1,1
822869,29,1,1
823073,105,1,1
823124,7,1,1
823143,23,1,1
823349,7,1,1
823481,52,1,1
823664,86,1,1
823705,42,1,1
823721,17,1,1
823746,76,1,1
823931,4,1,1
823982,2,2,2
824061,34,1,1
824071,59,1,1
824082,5,4,5
824119,80,1,1
824335,58,1,1
824550,115,1,1
824760,17,1,1
824775,13,1,1
824837,97,1,1
824842,28,16,22
824918,125,1,1
825030,85,1,1
825191,53,1,1
825224,80,1,2
825226,87,1,1
825307,7,1,1
825321,15,4,4
825557,7,2,2
825563,44,1,1
825575,90,1,1
825800,65,1,1
826010,109,1,1
826073,71,1,1
826101,136,1,1
826275,30,2,3
826663,28,2,2
826774,121,1,1
826799,4,2,2
826804,27,1,1
826820,74,1,1
826958,42,1,1
827164,115,1,1
827184,43,1,1
827191,66,1,1
827333,123,1,1
827376,50,1,1
827595,54,1,1
827689,69,1,1
827884,58,1,1
827999,96,1,1
828218,42,1,1
828219,45,1,1
828257,49,1,1
828308,91,1,3
828437,49,1,1
828542,7,2,2
828727,52,1,1
829183,50,1,1
829289,109,14,24
830003,100,1,1
830026,52,1,1
830069,92,1,1
830113,120,1,1
830328,53,1,1
830370,4,1,1
830793,84,1,1
830875,112,1,2
831008,134,1,1
831120,53,3,3
831139,114,1,2
831166,113,1,1
831213,129,1,1
831387,30,1,1
831413,95,1,1
831443,92,1,1
831449,119,1,1
831463,30,1,1
831617,122,1,1
831854,45,1,1
831928,19,1,4
832222,101,1,1
832453,128,1,2
832527,43,1,1
832580,35,1,1
832747,22,1,1
832751,115,1,1
832773,16,1,1
832864,23,1,1
832904,72,1,1
833217,71,1,1
833404,71,1,1
833429,2,1,1
833447,23,1,1
833719,49,1,1
833834,40,1,1
834036,83,1,1
834421,66,1,1
834550,36,1,1
834646,25,1,1
834679,64,1,1
834736,87,1,1
834832,127,1,1
834898,30,1,1
834998,74,1,2
835094,62,1,1
835193,100,1,1
835208,93,1,1
835215,90,1,1
835295,122,1,1
835424,114,1,1
835566,19,1,1
835586,9,1,1
835648,113,1,1
835657,23,1,1
835779,5,1,1
836045,80,1,2
836186,29,1,1
836212,53,2,2
836341,115,1,1
836347,68,1,1
836485,120,1,1
836542,95,1,1
836635,76,79,90
836799,72,1,1
836852,119,1,1
837052,3,2,4
837186,105,1,1
837197,11,1,1
837233,32,1,1
837242,17,1,1
837352,91,1,1
837376,6,1,1
837377,47,1,5
837613,15,1,1
837657,11,1,2
837675,22,1,1
837781,24,1,1
837952,57,1,1
838086,77,1,1
838113,55,1,1
838154,65,1,1
838194,35,1,1
838226,53,1,2
838490,48,1,1
839322,23,1,2
839347,135,1,1
839496,78,1,1
839529,11,1,1
839704,122,1,1
839761,38,1,1
839832,40,1,1
839860,114,1,1
840029,36,1,1
840031,60,1,1
840076,11,1,1
840234,24,1,1
840427,50,1,1
840638,19,1,1
840742,51,1,1
840783,51,1,1
840793,29,1,1
840868,116,1,1
841511,88,1,1
841560,1,1,1
841657,16,1,1
841767,22,1,1
841939,98,30,38
842249,113,1,1
842264,15,1,1
842297,46,1,1
842357,60,1,1
842413,71,1,1
842547,35,1,1
842640,122,1,1
842713,19,1,1
842906,10,1,1
843246,4,1,1
843284,43,1,2
843382,84,1,1
843438,114,1,2
843535,96,1,1
843754,128,1,1
843805,60,1,1
843884,18,1,1
844369,47,1,1
844406,19,1,1
844423,74,1,1
844650,65,1,1
844840,98,1,1
845364,23,1,1
845399,2,1,1
845681,7,1,1
845701,95,1,2
845909,44,1,1
846135,41,1,1
846194,86,1,1
846256,7,1,1
846581,123,1,1
846617,89,1,2
846650,83,1,1
846763,15,1,5
846775,66,1,2
846908,1,1,2
847359,42,1,1
848052,66,1,1
848086,24,1,1
848163,99,1,1
848371,74,1,1
848427,64,1,2
848474,15,1,1
848739,70,1,1
848806,133,1,1
849034,77,1,1
849201,50,1,1
849322,136,1,1
849756,22,1,1
849838,115,1,1
849872,92,1,2
849908,106,1,1
849941,42,1,1
849992,29,1,1
850173,109,1,1
850317,117,2,2
850320,93,1,1
850462,19,1,1
850520,110,1,2
850561,33,1,1
850564,64,1,3
850942,60,1,1
850983,12,1,1
851049,111,1,1
851095,43,1,1
851228,87,1,1
851296,58,1,1
851416,84,1,1
851563,122,1,1
851653,88,1,1
851858,61,1,1
851970,7,1,1
851973,108,1,1
852055,84,1,2
852118,57,1,1
852251,75,1,4
852252,36,1,1
852288,46,1,1
852548,121,1,1
852757,51,1,2
852875,86,1,1
853218,31,1,1
853312,128,1,1
853545,74,1,1
853627,126,1,1
853747,81,2,2
853851,105,1,1
853860,111,1,1
853874,79,1,1
854134,22,3,3
854227,8,1,1
854310,48,1,1
854415,14,1,1
854516,64,1,1
854517,16,1,1
854570,120,1,1
854740,109,1,1
854797,3,1,2
854854,94,1,1
854858,107,1,1
854863,96,1,1
854879,58,1,1
855092,136,1,1
855251,137,1,1
855383,85,2,2
855614,10,1,2
855713,38,2,3
855728,132,5,5
855941,49,1,1
856226,128,2,3
856304,51,4,4
856489,38,1,1
856584,38,1,3
856600,12,1,1
856639,124,1,1
856753,112,1,1
856766,5,1,1
856826,79,1,1
856897,119,1,1
856909,67,1,1
856949,87,1,1
857013,1,2,2
857125,58,1,1
857188,62,1,1
857417,55,1,1
857465,123,1,2
857716,14,1,2
858052,44,1,1
858127,76,1,1
858299,72,1,1
858324,35,2,2
858411,136,2,2
858445,101,2,2
858493,136,1,1
858524,90,1,1
858750,59,1,1
858934,79,1,1
858951,9,1,1
858966,126,1,1
859012,4,1,1
859080,51,1,1
859454,108,1,3
859462,101,1,1
859654,47,1,1
859783,107,1,1
859964,44,1,1
860026,36,1,1
860075,62,1,3
860099,31,1,1
860228,87,1,1
860295,8,1,1
860652,30,1,2
860950,44,1,1
861157,65,1,1
861158,93,1,1
861173,124,1,2
861299,30,148,188
861301,29,1,1
861356,15,1,1
861630,38,1,2
861638,75,1,1
861651,60,1,2
861923,95,1,2
861940,135,1,1
862280,87,1,1
862551,23,1,1
862608,43,1,1
862751,22,1,1
862797,38,1,1
862823,67,1,1
863141,70,1,1
863181,9,1,1
863183,43,1,1
863203,8,1,1
863219,66,20,28
863250,120,1,1
863260,67,1,1
863345,10,1,1
863452,57,1,1
863549,38,1,2
863634,7,1,2
863830,4,1,2
864077,74,1,1
864512,11,1,1
864513,137,1,2
864621,52,1,1
864632,6,1,1
864696,44,1,1
864738,3,1,2
864847,13,1,1
864848,80,1,1
865129,128,1,1
865268,123,1,1
865376,2,1,2
865620,88,1,1
865638,87,1,1
865646,21,1,1
865905,128,1,1
865938,55,1,1
865943,114,1,1
866176,29,1,1
866191,3,2,6
866242,57,3,3
866327,59,1,1
866540,3,1,1
866629,61,1,1
866887,39,1,1
866924,103,1,1
867161,93,1,1
867219,8,1,1
867277,114,1,1
867302,100,1,1
867355,92,1,3
867365,112,1,1
867441,6,1,3
867490,104,1,1
867658,3,1,1
867768,83,2,2
867926,11,1,1
868057,10,2,3
868302,29,1,1
868429,118,1,1
868475,48,1,1
868499,79,1,1
868505,114,1,2
868541,137,6,7
868795,35,1,1
868964,93,1,1
868985,70,1,1
869008,138,1,1
869081,30,1,1
869101,73,1,1
869123,103,1,1
869170,31,1,1
869183,73,1,1
869275,54,1,1
869432,127,2,2
869542,56,1,1
869544,89,1,1
869576,72,1,1
869663,113,1,1
869899,66,1,1
870052,10,1,1
870114,16,1,1
870243,46,1,1
870323,122,1,3
870390,11,1,1
870683,91,1,1
870834,3,1,1
870843,19,1,2
871147,51,1,1
871178,127,1,1
871243,1,1,1
871303,99,1,1
871359,38,1,1
871413,23,1,1
871414,128,1,1
871424,11,1,1
871476,72,1,1
871854,133,1,1
871971,97,1,1
872005,129,1,1
872183,137,1,1
872187,89,1,1
872338,54,1,7
872457,23,1,1
872574,9,1,1
872690,72,1,1
872963,23,1,2
873157,31,1,2
873285,64,1,1
873287,2,1,1
873353,72,1,3
873361,36,1,1
873401,109,1,1
873435,116,1,1
873597,123,1,1
873605,134,1,1
874288,14,1,1
874524,71,1,1
874668,129,1,1
874723,29,1,1
875146,55,1,2
875263,34,1,1
875441,42,1,1
875496,27,1,1
875538,17,1,1
875557,60,1,1
875801,95,1,1
875891,133,1,1
875921,32,3,4
875980,1,1,1
876029,25,1,1
876241,75,1,1
876254,127,1,1
876319,30,1,1
876323,126,1,1
876481,97,1,1
876581,109,1,1
876612,51,1,1
876719,3,1,1
877058,116,1,2
877108,73,1,1
877212,134,1,1
877289,29,1,1
877309,11,1,1
877421,86,1,1
877486,12,1,2
877963,89,1,1
878229,102,1,1
878466,3,1,2
878690,105,1,1
878699,79,1,1
879019,129,1,2
879063,101,1,1
879169,135,1,1
879173,122,1,1
879320,37,1,1
879518,57,1,1
879685,103,1,2
879818,18,1,3
879907,115,1,2
880099,77,1,1
880333,10,1,1
880377,121,1,1
880465,98,1,2
880513,92,1,1
880629,77,1,1
880840,69,1,1
880959,60,1,1
881061,43,1,3
881365,78,1,1
881599,57,1,1
881608,118,1,1
881734,79,1,1
881932,127,2,2
881948,53,1,1
881999,57,2,2
882108,3,1,2
882313,116,1,1
882367,47,1,1
882469,30,1,1
883069,81,1,2
883093,44,1,3
883121,47,1,1
883355,79,1,1
883404,9,1,1
883655,42,1,1
883693,28,1,1
883745,1,4,8
883817,116,1,1
883927,18,1,1
884078,46,1,1
884409,136,1,1
884495,112,1,1
884534,65,1,1
884674,44,1,1
884923,39,1,1
884927,133,1,1
884928,91,1,2
885199,84,1,1
885223,120,2,3
885324,123,1,1
885513,117,1,1
885852,114,1,1
885864,52,1,1
885899,118,1,1
885909,81,1,1
886025,59,1,1
886110,56,1,2
886166,109,1,3
886178,98,1,1
886313,107,1,2
886390,65,1,1
886402,104,1,1
886494,41,1,3
886766,94,1,1
886905,3,2,2
887007,44,1,1
887168,15,1,1
887269,2,1,1
887451,8,1,1
887459,46,1,1
887488,32,4,4
887520,59,1,1
887615,77,1,1
888165,50,1,1
888200,50,1,1
888465,92,1,1
888469,43,1,2
888537,30,2,5
888593,21,1,1
888717,34,1,1
888739,106,1,1
888741,73,1,3
888829,89,1,1
888834,114,1,2
888860,26,1,1
888881,92,1,3
889244,4,1,1
889407,136,1,1
889526,37,1,1
889692,35,1,1
889801,129,1,1
889802,105,1,1
889964,46,1,1
889997,122,1,1
890047,4,2,2
890105,29,1,4
890290,92,1,1
890458,53,1,1
890611,95,1,1
890915,132,1,1
890980,52,104,145
891134,17,1,1
891328,14,1,2
891726,57,1,1
891847,1,1,1
891938,46,1,1
891942,60,1,1
892018,55,1,1
892316,23,1,1
892355,95,33,38
892371,100,1,1
892394,5,2,2
892424,124,1,1
892464,81,1,1
892515,2,1,1
892646,60,1,1
892697,83,1,1
892706,53,2,2
892771,84,1,1
893009,58,2,2
893043,108,1,1
893113,9,1,1
893155,79,1,1
893232,41,1,1
893345,23,1,1
893541,6,2,3
893630,59,1,1
893695,70,1,1
893784,100,1,1
893962,118,1,1
894034,128,1,3
894065,4,1,1
894114,12,1,4
894153,57,2,4
894476,116,1,1
894696,57,2,2
895189,71,1,1
895230,59,1,2
895547,78,2,2
895590,95,1,1
895690,111,1,1
895733,75,2,10
895744,59,1,1
895969,46,2,2
895999,1,44,50
896012,21,1,3
896066,4,9,10
896088,30,1,2
896188,26,1,1
896273,85,1,1
896274,92,1,1
896347,20,10,17
896538,121,1,1
896640,14,1,1
896750,124,1,1
897013,5,1,1
897017,95,1,1
897109,101,1,1
897140,51,1,1
897209,50,1,1
897308,112,1,1
897374,26,1,1
897411,28,1,1
897565,41,1,1
897665,74,1,1
897873,106,1,1
897961,13,1,1
897982,47,1,1
897984,11,1,1
898096,81,1,1
898161,33,1,1
898506,68,1,1
898590,22,1,1
898655,126,1,1
898902,74,1,1
899006,49,1,1
899008,35,1,1
899357,136,1,2
899494,84,1,1
899781,46,2,2
899836,51,1,1
899857,3,51,72
899898,77,1,1
899963,71,1,1
900369,112,1,1
900674,124,1,1
900715,44,1,1
900820,92,1,1
900966,21,1,1
901007,83,1,1
901221,85,1,1
901283,90,1,1
901422,4,1,1
901467,101,1,1
901801,93,1,1
901880,42,1,1
901953,67,1,2
901963,43,1,1
902186,57,2,3
902220,138,1,1
902243,120,1,1
902303,45,1,1
902561,77,1,1
902662,70,1,2
902701,65,1,1
902711,36,1,1
902756,36,1,3
902881,9,1,1
902934,137,1,1
903316,90,1,1
903507,104,2,4
903515,51,1,1
903580,78,1,1
903829,116,1,1
903847,93,1,3
903935,105,1,1
904015,18,1,1
904135,10,2,2
904167,74,1,1
904185,24,1,1
904265,38,1,1
904294,105,1,1
904351,21,13,14
904418,96,1,2
904485,51,1,1
904488,119,1,1
904709,73,1,1
904736,3,1,1
904879,52,1,1
904880,117,1,1
904885,103,1,1
904909,68,1,2
905132,64,1,1
905237,53,1,1
905280,80,1,1
905308,80,1,1
905375,3,1,1
905476,27,2,2
905500,84,2,2
905698,70,1,1
905751,10,1,1
905872,3,1,1
905936,96,2,2
905952,4,1,1
905976,21,1,1
906092,136,1,1
906126,9,1,1
906134,41,1,1
906238,105,2,2
906325,59,2,2
906550,64,1,1
906695,10,1,1
906703,78,1,1
906707,9,1,1
906711,30,1,1
906765,99,1,1
906835,121,1,1
906971,38,1,1
907091,100,1,1
907797,55,1,1
907812,5,1,1
907815,10,1,1
908278,80,1,1
908372,61,1,1
908446,81,1,1
908646,26,1,1
908786,32,1,1
908805,53,1,1
908818,59,1,1
908905,78,1,1
908941,102,1,1
908971,130,1,1
909277,25,1,1
909282,80,1,1
909547,80,1,1
910083,79,1,1
910106,71,1,1
910312,117,1,1
910472,100,1,1
910960,135,1,1
911093,18,1,3
911377,44,1,1
911378,22,1,1
911446,120,1,1
911447,25,1,1
911457,92,1,1
911674,104,1,1
911693,115,1,1
911744,113,1,1
911759,115,1,1
912102,113,1,1
912117,16,1,1
912214,91,1,1
912550,67,1,1
913045,95,2,2
913185,20,1,1
913201,129,2,4
913285,80,1,1
913454,138,1,1
913490,107,1,1
913725,56,1,1
913869,77,1,1
913976,5,1,1
914152,112,1,1
914409,59,1,8
914613,57,1,1
914617,4,2,2
914636,60,1,1
914651,73,1,1
914734,49,1,1
914895,8,1,1
915019,89,1,1
915069,67,1,1
915126,3,4,4
915213,10,1,2
915374,105,1,1
915412,66,1,1
915485,71,1,1
915594,89,1,1
915623,25,1,1
915759,114,1,1
915892,19,1,1
916024,85,1,1
916332,24,1,1
916518,4,1,1
916527,10,1,1
916600,95,1,1
916601,2,1,1
916742,22,1,1
917001,126,1,1
917005,53,1,1
917036,46,1,1
917038,87,1,1
917059,92,1,1
917188,63,1,1
917289,102,1,1
917293,107,1,1
917345,57,1,2
917360,69,1,1
917500,81,2,4
917528,12,1,1
917577,5,1,2
917594,81,1,1
917629,11,2,2
917791,3,1,1
917851,64,1,2
917853,36,1,2
918146,90,1,1
918201,29,1,1
918277,6,2,12
918289,113,1,1
918412,65,1,1
918415,125,1,1
918441,6,1,1
918585,44,1,1
918651,15,1,6
918664,123,1,1
919028,90,1,5
919275,135,1,1
919302,111,1,3
919347,56,1,1
919420,110,1,1
919682,52,1,1
919820,112,1,1
920004,31,1,1
920018,51,1,1
920156,80,2,2
920453,53,1,1
920899,80,1,1
921444,98,1,1
921489,92,1,1
921499,17,1,1
921518,122,1,1
921696,63,1,1
921915,2,1,1
922581,61,1,2
922607,25,1,2
922817,61,1,1
922843,110,1,1
922967,91,1,1
923017,16,1,1
923179,17,1,1
923338,97,1,1
923418,32,1,1
923475,29,1,1
923908,117,2,2
924020,88,1,1
924176,51,1,1
924468,124,1,1
924484,122,1,1
924526,118,1,1
924551,59,1,1
924707,8,1,1
924711,76,1,1
924724,81,1,1
924839,19,1,1
924939,80,1,1
925004,19,3,3
925062,15,1,1
925189,93,1,1
925350,2,1,1
925703,101,1,1
925755,37,1,1
925775,95,1,1
925888,99,1,2
925995,123,1,1
926014,6,1,1
926018,30,1,1
926289,133,1,1
926397,42,1,1
926439,8,1,1
926490,64,1,1
926668,3,1,1
926821,81,1,1
927045,69,1,2
927075,3,1,1
927157,6,1,1
927183,44,1,2
927384,9,2,3
927429,51,1,2
927447,54,1,1
927736,66,1,1
927756,74,2,3
927784,110,1,1
927838,115,5,6
928046,108,1,2
928367,123,2,2
928951,58,1,3
929045,129,1,4
929159,52,1,1
929230,125,1,1
929356,17,1,1
929382,102,2,2
929480,2,1,1
929638,1,2,2
929721,87,1,1
929807,16,1,1
929875,121,1,1
930274,72,1,1
930609,72,1,1
930694,8,2,2
930934,25,1,1
931020,58,1,1
931074,9,1,1
931182,128,2,2
931515,114,1,1
931900,38,4,5
931964,94,1,1
932017,56,1,1
932109,31,1,1
932151,99,1,2
932193,100,2,2
932203,87,2,2
932290,25,1,1
932444,117,1,1
932542,118,2,2
932633,10,1,1
932651,127,1,2
933174,85,1,2
933225,33,1,1
933310,107,1,2
933327,31,1,2
933696,113,1,1
933700,23,1,1
933821,36,1,7
933885,54,1,1
933910,81,1,1
934208,60,1,3
934244,80,1,1
934396,43,1,1
934487,4,1,1
934588,67,1,1
934648,110,1,1
934663,42,1,1
934704,54,1,1
934767,64,1,3
935325,130,19,23
935355,70,1,1
935481,128,1,1
935588,80,1,1
935624,63,1,1
935667,87,1,1
935726,5,1,1
935908,79,1,1
935910,66,1,1
935959,28,1,1
935997,127,1,2
936360,111,1,1
936434,131,1,1
936674,48,2,2
936737,86,1,1
936783,93,1,1
937192,8,1,1
937219,76,1,1
937463,83,2,4
937483,33,1,2
937494,81,1,1
937584,99,1,2
937709,41,1,1
938120,95,1,1
938199,13,1,1
938243,51,1,1
938270,93,1,1
938396,4,3,3
938411,42,1,3
938512,71,1,1
938513,115,1,1
938835,122,1,1
938994,112,1,1
939019,71,1,1
939169,113,1,1
939233,53,1,2
939239,6,1,1
939279,45,1,2
939309,104,2,2
939395,60,1,1
939674,35,1,1
939751,94,2,2
939792,8,1,2
939961,28,1,1
940070,59,1,2
940301,118,1,1
940445,44,1,1
940498,99,1,1
940608,100,1,1
940689,104,1,1
940760,32,1,1
940955,86,2,2
941104,30,1,1
941284,72,1,1
941359,94,3,3
941576,126,1,1
